Reviews,stars,name,location 
Great all around! My husband and I always declare a “winner” for whose meal was the best. For the first time we had a tie! Both were so good we couldn’t decide. He had the red fish special and I had the blackened snapper. Appears you can’t go wrong here.,5,JillP,Tallahassee
Excellent food and service. Great selection of food and drinks,5,Larry,New Orleans
We enjoyed a nice Sunday Brunch. The meal and staff were perfect. Will return again in the future.,5,OpenTable Diner,New York Area
"The Primrose was outstanding in many ways. Our waitress, Anastasia, was exceptionally friendly and competent. The food was delicious and enjoyed by all. The atmosphere was beyond beautiful. It was exceptional in every way. Loved this place so much we will return.",5,OpenTable Diner,Seattle
"Big disappointment - heirloom tomato salad made up of tomatoes with no flavor , Blackened Snapper, tiny portion(2""x2""x 1/2""), over cooked (mushy) on a bed of something ?? Filet overcooked and way over salted. Passion fruit creme brûlée topped with a strawberry and what looked and tasted like chunky apple sauce. Overall way overpriced for the quality of the meal especially the snapper. Better places with really good food in the area.",2,OpenTable Diner,Tallahassee
"We had a lovely experience at Primrose, once we found it. Instead of following GPS, pull into The Henderson entrance and drive up to the valet area. Once inside, take a left, and another left after the check in desk. The service was great. There were many small touches, like a little honey pot and sliced lemon with my tea, and a cute little purse stool. Great sushi and serene environment. Definitely recommended!",5,OpenTable Diner,E. Tennessee
The food was good and the restaurant was lovely. The service needs work and there should be some sort of dress code for the guests and staff considering the price point.,3,Carpool,Atlanta
We had high expectations given the chef's touted experience but none of the flavors worked. Very disappointing if you consider yourself even somewhat of a foodie.,3,OpenTable Diner,Nashville
"It was our first time staying at the Henderson, though we've gone to Destin for 20+ years. The restaurant was very well designed with good lighting, comfortable seating, and beautiful local art. Our server was attentive and accommodating; I had a food allergy for which she was able to easily sub another side, and she created a vegetarian plate for another guest. The sushi we had to start was very creative and tasty, and the portions for the entrees were a good size. After dinner, we moved to the bar for a nightcap and the waitress brought our drinks to us once we moved to the veranda. I look forward to going back on our next stay!",5,gigi,Austin
We ate at  top five restaurants as reviewed on Travel Channel and this was the best meal we had. Highly recommend!,5,BDoots,Tallahassee
A highly anticipated addition to the Emerald Coast! The cauliflower and burrata appetizers were top-notch. Chef fuses global flavors into the local cuisine for a unique and delicious experience. This will undoubtedly be worked into our routine while in the area.,5,William,London
"Chicken and okra stew was amazing, everything was delicious.",5,OpenTable Diner,Tallahassee
"Food was very good with local seafood featured. Service started out great, but then lagged as dinner went on. Appetizers were not brought out together. Waitress seem to disappear at times.",3,CAB33,Philadelphia
Everything about our experience was positive. From great food to beautiful views of the gulf and dunes to the atmosphere but the service by far was most exceptional.  Highly recommend!,5,OpenTable Diner,Tallahassee
The Blackened and Chef Special Snapper was fantastic!  The Chocolate Lava cake with Peanut Butter was the best we have ever had.  Foodies will be happy here.,5,OpenTable Diner,Tallahassee
"I took my daughter there for her 20th  birthday and it lived up to our expectations, we had a lovely time.",5,OpenTable Diner,Tallahassee
They took their baked oysters off the menu and replaced them with raw oysters that were way too small for $3 a piece.  The grouper was overcooked and lacked flavor except being extremely salty.  The pork shank was the best thing going.  Full of flavor and very tender.  Our server was great and Bobby at the bar was excellent.,3,OpenTable Diner,Tallahassee
I have been to Primrose four times. This restaurant has so much potential but they really need to step up their service.  The waitress was pleasant but had too many tables considering the physical size of the restaurant.  Food does not always come out at the proper time which is very annoying. It's a shame because the ambiance and food quality is good. And the  sushi is the best in the area   But waiting too long  for tea refill or for some one to bring you the salt you asked for while your food gets cold makes me not want to go back.  Once one of  the four entrees  we ordered came so late  he other three diners  had finished eating. Please Primrose hire more wait staff   Have the kitchen get all entrees and sides out at the same time. (I realize sushi comes out whenever it's ready and that's ok)    You have a diamond  in the rough. Polish it,3,OpenTable Diner,San Francisco
"We had an enjoyable evening.  The food was delicious. We had the blackened snapper, shrimp and gritcake, and the roasted cauliflower for an appetizer.  They were all wonderful.  The only problem we experienced was when we tried to order a couple of things they were already out by our dinner at 6:15. Other than that we would recommend it to anyone looking for a classy and enjoyable date night.",4,ambie,Phoenix
Unfortunately food was not good. Everything was very salty. Steak was served rare. Staffing was nice but very slow which I didn't understand seeing how there were only 3 other tables dining in. Huge dissatisfaction expected more especially because they rolled out a new dinner menu. Not a great start,2,OpenTable Diner,Tallahassee
